Price,Close,Close,Close,Close,High,High,High,High,Low,Low,Low,Low,Open,Open,Open,Open,Volume,Volume,Volume,Volume
Ticker,BKR,BLK,NVDA,PFE,BKR,BLK,NVDA,PFE,BKR,BLK,NVDA,PFE,BKR,BLK,NVDA,PFE,BKR,BLK,NVDA,PFE
Date,,,,,,,,,,,,,,,,,,,,
2019-12-23,21.876861572265625,440.9947204589844,5.945576190948486,29.626222610473633,21.95404388751386,443.7837068125202,6.020014094526627,29.776913394715937,21.430919669876655,439.18539562776016,5.934871249073124,29.483063033051046,21.456647653527305,442.7245885242672,5.987898794053934,29.701568002594787,3453700,361200,355060000,17454345
2019-12-24,21.851131439208984,440.97711181640625,5.940595626831055,29.603618621826172,22.074102368470736,441.9656079286989,5.957773673808667,29.716638231411284,21.79110111896612,439.035403785475,5.895783412949718,29.535807461964666,21.79967711267275,441.55959729118666,5.9301395069049425,29.633758598124516,958400,126400,138864000,5187683
2019-12-26,21.91973876953125,444.1543273925781,5.95478630065918,29.671436309814453,22.056951403792507,444.1719964204964,5.982918106157011,29.814592883130267,21.799678123478554,441.05645659071257,5.925160153254967,29.535810944651494,22.048375409688227,441.1535285062881,5.944080886525282,29.611159379558085,2146700,157000,182852000,9384078
2019-12-27,21.85971450805664,443.95135498046875,5.89702844619751,29.626222610473633,22.134139852675457,445.31052342365336,5.9834163200082715,29.852261816284724,21.739653828711926,442.7245426414776,5.870638852033703,29.573479927154537,22.005503176848396,444.16316784236886,5.969972465937813,29.709102238862137,2555900,221700,254644000,10117662
2019-12-30,21.979768753051758,442.03619384765625,5.78375244140625,29.317304611206055,22.21131568317995,444.82518035344066,5.8803476005601425,29.701571917625575,21.859708108853557,440.93295679320823,5.752384086572474,29.302236136685142,21.928314424924473,444.82518035344066,5.87511954142118,29.61115804105206,2828500,276200,258056000,11554264
2019-12-31,21.979768753051758,443.677734375,5.8579421043396,29.52074432373047,21.988344747023575,443.8454285279377,5.867402470644942,29.53581279987901,21.516676528498976,439.7766770925175,5.729231643584332,29.16661392810118,21.782525798810827,441.96550865989377,5.748401195747493,29.226893891592074,3114100,296900,231004000,15175703
2020-01-02,21.962615966796875,449.220458984375,5.972709655761719,29.4905948638916,22.065524611646563,450.12069066929473,5.972709655761719,29.648822900942882,21.731069062329954,445.63714740557134,5.8932930200178415,29.294695648576248,22.022646282243095,450.12069066929473,5.943830922295436,29.61115172267881,4714900,560400,237536000,16514072
2020-01-03,21.988346099853516,444.4455871582031,5.87711238861084,29.332372665405273,22.28849936451951,447.2080965168155,5.920928852475165,29.56594611080107,21.74822479668368,442.6362625787719,5.828067864414396,29.13647040188126,22.254197022225405,442.81279124707993,5.852963593311093,29.174144613200728,3125700,337300,205384000,14922848
2020-01-06,21.88543701171875,444.8251647949219,5.901757717132568,29.29469871520996,22.116983951590548,445.5047491002728,5.906985776484988,29.385115611403556,21.833981045722574,439.9797564403021,5.757612380789321,29.15907640036727,22.056951991261673,441.4448584295044,5.783752677551418,29.24949026711316,4248600,411300,262636000,15771951
2020-01-07,21.516674041748047,447.6669921875,5.973208427429199,29.196744918823242,21.833977603515393,449.96172999205976,6.019016389767921,29.48306102471744,20.847761310587302,443.8365574609268,5.885077875706448,29.14400223909688,21.662462651012437,443.8365574609268,5.930138904576814,29.475526788963307,5493400,453900,314856000,20108107
2020-01-08,21.242252349853516,447.5611572265625,5.984411239624023,29.430322647094727,21.671042256137017,450.24423694647504,6.025738074340732,29.55087649567819,21.207948372213068,443.27175809354804,5.928894094117327,29.196749186783286,21.456647302995265,448.1524771298999,5.96897588148792,29.20428342363877,5871700,726500,277108000,16403507
2020-01-09,21.473796844482422,452.85675048828125,6.050136089324951,29.30223274230957,21.52525116937525,454.3748327739903,6.122582464697482,29.588548872280178,21.045006987067392,450.6503031875645,5.996361626623483,29.226887348984995,21.319432234100454,453.5451963067888,6.070799508067486,29.588548872280178,3452800,477100,255112000,21971895
2020-01-10,21.31943130493164,452.04473876953125,6.082499980926514,29.754314422607422,21.439491936350105,454.7454608141066,6.1878085769213,29.859799802492994,21.207945030868704,450.4825648604525,6.068309669696577,29.36251288136732,21.4051879641143,454.101187638618,6.157435973615166,29.370047118580857,3548700,484000,316296000,21557357
2020-01-13,20.933517456054688,461.6913757324219,6.273200988769531,29.694034576416016,21.293700945755763,461.99147986173193,6.298345533895366,29.965282236678814,20.847759170753815,453.006725307164,6.142996662156509,29.54334075861497,21.293700945755763,453.006725307164,6.165652062086612,29.852262630689957,6227500,651800,319840000,15392405
2020-01-14,20.59906578063965,457.4638366699219,6.156191825866699,30.191328048706055,20.65909610082404,463.3595285884443,6.255774255425361,30.19886228682599,20.333214883103704,455.8751862028458,6.142996791879736,29.611161418987233,20.581913793243096,459.07899068146247,6.230380415366528,29.709109543994774,7147100,923600,359088000,20919160
2020-01-15,19.998760223388672,468.0019836425781,6.113620758056641,30.643407821655273,20.539036401201475,469.2022926052273,6.191295205965632,30.794101678547012,19.904425924090393,457.6227210230922,6.08772927542031,30.26667469415018,20.40182376715141,457.6227210230922,6.168889096959325,30.281746200453306,4815400,1005100,263104000,23925800
2020-01-16,20.16170310974121,472.18548583984375,6.197269916534424,30.59819221496582,20.34179409881971,473.87120845141675,6.203244910319221,30.74135179999313,20.015914465185553,467.99318479734046,6.143744266895241,30.379687233814966,20.0502168097084,473.87120845141675,6.167146128032976,30.733817563325555,5742700,778100,284192000,16216422
2020-01-17,20.247461318969727,472.39727783203125,6.205982685089111,30.52284812927246,20.453280292144427,475.89235225503666,6.223907664522405,30.748887356795375,20.06736869512699,470.623264008286,6.158432034330932,30.45503696690517,20.093096680162752,474.0035974667409,6.216438804380248,30.568056580666628,5454800,669100,253792000,23083970
2020-01-21,19.492786407470703,467.0135192871094,6.172624111175537,30.39476776123047,20.161699169840492,471.435302232143,6.206233276569745,30.635875523972324,19.44990807627027,465.795541211148,6.138516831729159,30.28174811876414,20.13597118969814,469.5465473759132,6.169387556952859,30.424904716848854,9750500,775800,217916000,23115696
2020-01-22,19.44991111755371,473.8270568847656,6.226644515991211,30.281736373901367,20.03306567300405,476.27184740336986,6.313281182218742,30.447495624409644,18.729543917962555,468.95519874727114,6.199010357813842,30.115971064498048,19.587123761694524,470.0054825640618,6.217931085470991,30.379684471120346,8477900,778100,239240000,18097812
2020-01-23,19.690027236938477,478.310546875,6.29511022567749,30.673538208007812,19.85296782229579,480.12867905637313,6.303574840526186,30.763955108673848,19.13260081258308,470.31428830871033,6.177852090026079,30.236531266649582,19.175480774889383,470.9497268797594,6.2667295962442555,30.2817397169826,7188500,804500,244516000,27148510
2020-01-24,19.60427474975586,473.80938720703125,6.2358574867248535,30.00295639038086,19.76721373403535,483.0853579216766,6.460416175717536,30.869442141739498,19.33842383407186,470.2084068396461,6.181584910751475,29.867334061541985,19.59569875547215,480.4993770618575,6.41062472577295,30.84683943008236,5023600,751200,373512000,34143698
2020-01-27,18.909629821777344,462.3092346191406,5.9799299240112305,30.259132385253906,19.261237332426028,468.06373578033094,6.030965942113954,30.462568886326405,18.45511367351131,458.6023476985517,5.781511549702129,29.573480517858002,18.497991999901323,460.7117496725453,5.931134231306107,29.694034359438856,5917000,516500,470536000,31964026
2020-01-28,18.780994415283203,467.7459716796875,6.17336893081665,28.737131118774414,19.158329927465843,471.09985516328067,6.205733037420926,29.75430743374621,18.72954009316393,463.4919373285896,5.992626243297952,28.593971556999268,18.952511003285334,465.9720118820934,6.045903060540298,29.62621937230608,5238800,496600,310976000,70202408
2020-01-29,18.42081069946289,473.5004577636719,6.112873554229736,28.31519889831543,19.0639954442964,478.5135599296634,6.195029118957247,28.91797125359267,18.33505240634441,469.86419313714987,6.0730401070818205,28.29259618463995,18.918206836706002,471.6999944794396,6.158930339419549,28.72207198006033,5450300,434700,258848000,34165726
2020-01-30,19.166906356811523,476.3247375488281,6.119595050811768,28.216245651245117,19.175482349977223,476.827820036703,6.133038904613509,28.292363772342405,18.11208373298236,466.81039671914016,5.960014340885103,27.92700474809997,18.1721140494388,468.6903166957818,6.01503337904724,28.239082311731927,7351100,511000,290504000,32316589
2020-01-31,18.725990295410156,465.43359375,5.886074542999268,28.34564971923828,18.855671339763845,475.7952406754899,6.0857375351322744,28.505491065973857,18.483917803361713,463.51838944354694,5.844250061046363,28.08685357525696,18.78650800617628,474.7802411102721,6.073787547475294,28.117301440593693,5341300,646400,370420000,33894005
2020-02-03,18.59630584716797,467.8430480957031,5.9831671714782715,28.551151275634766,18.881604752118232,474.0829622029743,6.002585543127391,28.954569282156932,18.527142526240137,467.59589718342136,5.861676276932812,28.391306924815435,18.648177925617933,467.97540419672237,5.867900089648736,28.513095282863592,4837000,503100,255564000,20875735
2020-02-04,18.42340087890625,472.39727783203125,6.152456760406494,28.68816566467285,19.054518179935783,476.88084835808917,6.171626786411852,29.106803060938113,18.32830232177951,469.05228243589795,6.075031622306087,28.642495407169,18.864317767714276,474.983259054213,6.125071890827961,28.985017747857086,6352300,851800,271544000,31150865
2020-02-05,18.890249252319336,479.6697082519531,6.242828845977783,29.053524017333984,18.99399340306259,482.4940053317195,6.283657573028994,29.35799038572182,18.639531198219977,474.36533691451706,6.159428230355004,28.787119770487266,18.751922618672637,479.9874814018042,6.273450272554565,28.809953370939006,4678400,943000,208220000,29443490
2020-02-06,19.218780517578125,489.54595947265625,6.329713344573975,29.122032165527344,19.305235102495647,490.0490420100906,6.329713344573975,29.30471323760634,18.890255073672403,477.77224434826104,6.196024131273498,28.946965355113772,18.985353632996027,483.7208896468798,6.277183933217403,29.25904296958659,4529100,824400,218284000,21047748
2020-02-07,19.408981323242188,490.4903564453125,6.263492107391357,28.962182998657227,19.49543426090859,490.7286728854775,6.311789693895024,29.22858721279025,18.916190674029647,484.98300572724906,6.2380982666346805,28.870842487278416,19.00264526068013,485.42430054592717,6.289632406835149,29.198142415926466,4115900,712900,189752000,21903596
2020-02-10,19.149616241455078,495.2210693359375,6.546805381774902,28.779504776000977,19.331171025787373,495.35347934126844,6.547551840560387,29.091582336580718,19.045872063822888,488.3368803077567,6.281168620998423,28.711000915998653,19.244716445104565,488.4604557968654,6.286147861980988,29.08397113662424,3184000,744100,529608000,19998385
2020-02-11,19.140972137451172,503.4643859863281,6.669289588928223,28.992630004882812,19.521371333252333,504.2322345867266,6.784058542695625,29.023077864460586,19.115036915476978,497.67460068239785,6.593109029008936,28.74144817004056,19.443562369361548,497.82462582285734,6.655099278686949,28.840399888175856,4126700,598900,638556000,16027335
2020-02-12,19.158260345458984,505.2648620605469,6.7850565910339355,28.726232528686523,19.530013858631797,509.08648999909644,6.791529699541875,29.068754962451198,18.942124735380265,503.08489166999067,6.683233340609095,28.711007065118654,19.383041577818915,507.3478143955186,6.722070567117006,28.992636825795923,6027900,426300,374644000,22944315
2020-02-13,19.089099884033203,501.7962951660156,6.741238117218018,28.109689712524414,19.201489692606067,505.50318217751925,6.808456428652822,28.604442266718635,18.993999673636413,500.75484592541574,6.699662462885619,28.079241847758336,19.115036754773445,501.91987063583076,6.727047806399006,28.604442266718635,3625000,479700,528016000,22099745
2020-02-14,19.00264549255371,499.4927978515625,7.214504241943359,27.78999900817871,19.17555466796455,502.122897818799,7.343463510847542,28.19341406133917,18.829737966126977,496.6420504677727,7.120149881632418,27.721495142622082,19.071808832921224,499.3162691445202,7.151518236943763,28.140132596929732,2657700,472400,1041924000,21006747
2020-02-18,18.077585220336914,498.4955139160156,7.383297920227051,27.645374298095703,18.708700908136283,498.8573520106993,7.401721015700728,27.91178159395062,17.99977625619901,496.28903954378967,7.091770169873817,27.607318298969272,18.639537567678598,498.663208123065,7.111188543663717,27.82044107525923,6982600,403200,620164000,17988513
2020-02-19,17.99112892150879,504.9030456542969,7.83465576171875,27.57686996459961,18.28507350274496,505.7238475289388,7.852331923777444,27.782384597920778,17.8700934994647,499.7134144277264,7.505784652967679,27.561647565211057,18.250492660296917,501.2932304399088,7.505784652967679,27.706266480190163,6735100,383200,694332000,17750941
2020-02-20,17.8614501953125,500.35760498046875,7.685281753540039,27.287630081176758,18.120812318786083,505.67964531755206,7.874986251522218,27.44747446183669,17.723123509595368,494.79730211847635,7.377820548541207,26.95271891990662,17.896032691233867,503.07599561905977,7.78660687250398,27.181067160736802,5011000,475200,810052000,42953135
2020-02-21,17.749055862426758,491.6023864746094,7.3210577964782715,27.188678741455078,17.78363670055929,498.5306929949223,7.598146374338456,27.264796863060436,17.351365505508323,489.8372073490273,7.236163797120909,27.044059819114246,17.688536509973275,497.2597618697435,7.5730018298766515,27.21912660217604,5956200,494200,768180000,32425256
2020-02-24,16.841291427612305,466.00726318359375,6.803478717803955,26.389463424682617,17.092009602532226,477.7545274549206,7.017332505041684,26.945111709069764,16.573283651892382,465.6983784014274,6.672029799155269,26.336181956574485,17.057427102963544,473.11209799431856,6.726551204056302,26.671093167427166,8661100,1063700,856916000,37969296
2020-02-25,16.097782135009766,446.59033203125,6.523900508880615,25.826200485229492,17.03148797249903,468.7698127122029,6.940653345744052,26.442741356371307,16.045908397549724,443.474791859479,6.422077272699808,25.658744902198453,17.022842349589023,468.00196407929707,6.878663083766325,26.39707109547301,8797800,1064600,1055496000,41878898
2020-02-26,15.354270935058594,448.7703552246094,6.663315773010254,26.42751693725586,16.236104447477036,457.1461492217352,6.85750187414254,26.800484075245045,15.276461998728525,446.140228401597,6.522655793674137,25.894702368137235,16.236104447477036,448.5055891064698,6.524149185910407,26.062157938375396,11815200,959600,747732000,47920005
2020-02-27,14.411922454833984,419.9537048339844,6.292398929595947,25.955596923828125,15.21594718307772,442.0537245466471,6.65111063731642,27.18106746207976,14.411922454833984,419.9183937154809,6.199980805842952,25.955596923828125,15.034392414288572,437.44663362537676,6.349693025409955,26.214393027822023,10552800,1286000,906416000,55444827
2020-02-28,13.910490036010742,408.64776611328125,6.727584362030029,25.438007354736328,14.178497770085661,410.7659754906126,6.78712058671595,25.833809620025253,13.581963761586616,396.30032090133426,6.023115052467999,24.76057387668568,13.858617943702326,405.3292210302828,6.039804960807988,25.491288811459068,28759000,2039300,1133252000,66057447
2020-03-02,14.844195365905762,430.65081787109375,6.88601541519165,26.54930305480957,14.861486612331637,430.86263077882325,6.914911901595098,26.602584513336424,13.737581153902058,407.3769319268126,6.501646248420042,25.46084181526964,14.169851596152808,412.2929629915352,6.897723580832641,25.810976895560827,10606600,1278200,890744000,42034469
2020-03-03,14.290889739990234,425.4700012207031,6.623459339141846,26.107826232910156,15.043040876893638,444.8075437834656,7.001601002494389,27.234344882472513,14.005590748581334,420.2715352269969,6.538016139994308,25.772915117613586,14.81825960351327,431.00382865814953,6.9418158024702805,26.7776484635033,9925000,1589800,652792000,46174475
2020-03-04,14.93929386138916,440.47216796875,7.087292671203613,27.706266403198242,14.95658345685098,442.6598035398949,7.0967586961759554,27.751936661630918,14.351404742107686,426.2346929623396,6.656091310892705,26.60258430311054,14.532957861835525,434.0515231077629,6.730823162010748,26.716758418995266,8520500,1175000,597408000,38712155
2020-03-05,14.662642478942871,420.160888671875,6.807796955108643,26.99077606201172,14.697224976281849,428.99149069185916,7.054660044424946,27.538813025214196,14.282244902119517,413.1444102547129,6.7632069060369,26.762427837409653,14.403280344837473,424.5183839302288,6.887759521157765,27.135394972049653,9556400,1022200,540328000,35096303
2020-03-06,13.901843070983887,400.5433044433594,6.627196311950684,26.655864715576172,14.368696803662175,408.1466887725298,6.6857361996693925,26.770038826982145,13.798098071886033,391.74825301006535,6.4269154714996395,25.97082004714034,14.126624314608554,401.9928449435973,6.628192660763634,26.41229103362131,14904900,1460300,515412000,40931036
2020-03-09,10.806778907775879,372.6196594238281,6.114039421081543,25.69680404663086,12.751999111175536,387.8175508024643,6.461790327800751,26.404682381478644,10.590643329620361,360.2941438695414,5.933189051119755,25.24010755694994,11.524348961292853,365.8433058303523,5.976034899514519,25.4684558017904,20122900,1478200,614160000,43183856
2020-03-10,11.89610481262207,408.18231201171875,6.503639221191406,26.328563690185547,11.965268145585643,408.20008796338635,6.503639221191406,26.381845143995566,10.69439045951905,386.15470551039965,6.127739714689334,25.12592997052091,11.481123990348667,392.4686149872945,6.390545330229934,26.313341292066593,11374600,1608300,580648000,40548329
2020-03-11,10.988336563110352,383.2554931640625,6.13969612121582,24.486555099487305,11.515707256330947,398.39112734882156,6.39203982756586,25.788142113429366,10.616582978426608,375.4297891663849,6.04254523866776,24.098362508139616,11.3773805711906,395.73217155471684,6.363641753017681,25.696801600032096,10754200,1263400,499964000,65350213
2020-03-12,9.250606536865234,343.46002197265625,5.388395309448242,22.85005760192871,10.43502991282489,373.5001003898889,5.8818725146378315,24.357156122478372,9.146861513915354,340.97890656404445,5.375690794595212,22.83483367354887,10.028695445727562,354.2737424215593,5.6163263457188535,23.200191122499824,11140900,1669700,816540000,62731445
2020-03-13,11.00562572479248,367.96868896484375,5.999449729919434,24.8975830078125,11.00562572479248,372.82418198870056,6.003933536233202,25.026979519110792,9.423513002016254,345.04290139580047,5.470599575524825,23.00990149285545,10.227537797834069,369.15142717544165,5.74187484637782,23.801510610513365,9728900,1579400,634836000,60553038
2020-03-16,10.037339210510254,317.72406005859375,4.892426490783691,22.971847534179688,10.832718462235443,334.8783923872936,5.632269316720152,24.570286886503492,8.65407155604754,314.81610498324505,4.832641293508207,22.568432478335914,9.570486243149126,327.6484937965834,5.291243916139393,22.789169538015503,14284800,1569300,726972000,50995050
2020-03-17,9.726102828979492,343.94024658203125,5.412308216094971,24.47894287109375,10.400445727597656,354.14923203420227,5.50173726705432,24.85191151779796,9.241958680938275,316.04335035839915,4.757909163908616,23.28391881955188,10.262119063726438,325.66540382029405,5.004772210226213,24.083137566803302,12478600,1609700,833632000,54220606
2020-03-18,8.386063575744629,332.02374267578125,5.052353382110596,24.631179809570312,9.440805844085364,333.09979806426367,5.2297163217361,24.821470538546592,7.936501824569772,288.11083142327755,4.5008345711017785,23.07079950443801,8.766462805077017,317.6262301332853,4.984596902968917,23.42093309918086,12774000,1969400,874268000,43884976
2020-03-19,8.766462326049805,353.3666687011719,5.305193901062012,23.154518127441406,9.414869280874706,369.187074095345,5.398857323594585,24.54744228393872,7.945146190344601,312.40615808693826,4.817445852133635,22.84244219007979,8.44658166060857,326.62585955129475,5.030928630332004,24.524607160678784,9060500,1593700,765512000,59820929
2020-03-20,8.645425796508789,315.447509765625,5.125341892242432,22.081287384033203,9.181442096953287,357.84865687731656,5.737393340134539,23.344815418291702,8.299609094445259,312.10378594633335,5.109897294757477,22.005170794924524,8.809688523865953,356.61256353275064,5.455406139625852,23.047961791905752,12003100,1363100,804636000,52488989
2020-03-23,8.066182136535645,291.1700439453125,5.298219203948975,21.685487747192383,8.76646198313004,315.4475417139076,5.392630494221181,22.515153066602252,7.884628163306878,290.1562448442471,4.945237119241586,21.221178453425644,8.740525112317325,315.4475417139076,5.124343755250975,21.891000894165966,9820100,1422800,643876000,52853041
2020-03-24,9.726102828979492,330.5476379394531,6.207202434539795,22.606487274169922,9.812557406144979,331.7570539492133,6.293891402274317,22.872893035532144,8.360125786513283,307.9508759951332,5.680843469569865,21.997559163829,8.360125786513283,310.62760856982703,5.70450828963834,22.46186682883649,9503200,1319600,1101644000,44466784
2020-03-25,10.045985221862793,356.9415283203125,6.118523120880127,22.644546508789062,10.703037815937918,391.27683902876515,6.522073353340825,23.382874250876615,9.094988827325519,335.26073680737085,6.069698230390393,22.0736758841518,9.916304157673379,342.2860889943976,6.322290934638857,22.454257320708027,5693500,1951000,793432000,44601275
2020-03-26,10.720325469970703,401.8682861328125,6.407982349395752,24.1668701171875,10.919170651444105,404.18043486232546,6.532036536625362,24.349548100399506,9.968173678119593,360.6676830086232,6.22762995406244,22.743497661323193,10.184309278921356,362.881996178552,6.325777177876887,22.751110391604808,5350800,1598200,696108000,43269967
2020-03-27,10.27076530456543,386.25244140625,6.295636177062988,23.51988410949707,10.530128227181669,399.71624319791385,6.554456381095054,24.159258613395156,9.985466337035168,374.4960805139921,6.194748395548019,23.33720458681396,10.184310722196017,381.0945939502265,6.227630275802166,23.443767514196015,6679100,1044200,638828000,38290344
2020-03-30,9.475384712219238,404.9363098144531,6.615985870361328,24.867136001586914,10.192954836384782,405.7366616370357,6.625202927403982,25.004145247217785,9.22466744985407,386.4035962962859,6.317059401463064,23.634055851302985,9.959528817730535,389.50719517155426,6.36115103899599,23.634055851302985,11667500,1177300,602252000,29943508
2020-03-31,9.077696800231934,391.2591857910156,6.566412925720215,24.844303131103516,9.78662142936498,407.853266795261,6.860357124386783,25.11832010020456,8.904788454649731,388.6091035833104,6.420686143272951,24.53983830190534,9.648294752899217,401.8594874829799,6.656090470557321,24.661623621505807,10741600,1389200,949960000,29466151
2020-04-01,8.472517967224121,364.1982116699219,6.054999828338623,24.1668701171875,8.731880921989655,377.5019232020252,6.514848189437462,24.570285144428464,8.161282091708639,357.4040533116726,6.010410260329123,23.99941453414464,8.723235297782647,371.8193723914851,6.368374496985527,24.29626663941341,9627800,1163700,656912000,26709625
2020-04-02,8.956659317016602,379.3070983886719,6.363890171051025,25.019367218017578,9.691520715515939,385.8344533720886,6.377092619984673,25.118317396994776,8.558969764503768,361.2190271762327,6.036067762240916,24.166867012165575,8.792396617377175,362.98869736070463,6.084144783878697,24.281041119552953,8703600,649300,675764000,27186876
2020-04-03,8.991242408752441,371.7837829589844,6.075924873352051,25.605464935302734,9.397577647986958,385.04303970622203,6.367875901256947,25.79575564851456,8.861561352897107,365.52320228340193,5.938418797118462,24.83669088238213,9.233314922270733,379.4671994409168,6.326275380154457,24.83669088238213,7730300,612600,663212000,32837370
2020-04-06,10.158373832702637,399.7518310546875,6.6859846115112305,26.31334686279297,10.244828407884112,402.8287801400745,6.722852365304801,26.56452872650745,9.337058666446342,385.4165451448715,6.300618588695755,25.712028345460322,9.743393850612188,393.0733116807735,6.358162122811267,25.818591275640504,7939400,957900,727884000,40503217
2020-04-07,10.728972434997559,394.06036376953125,6.452572345733643,25.58262825012207,11.498415566992394,417.13734373614767,6.931352788830368,26.770039657668864,10.582000142094142,393.0465919554673,6.409477059969126,25.56740432070365,10.901880772386288,417.07508720980684,6.907687489351205,26.640643143498544,8167800,831100,784520000,24226295
2020-04-08,11.15259838104248,401.04119873046875,6.649864196777344,26.3361759185791,11.239052964411682,405.19417515479057,6.674774815395127,26.488409086899622,10.685745444731214,392.7352730206726,6.49168231495453,25.453229357068288,11.204471295962403,396.45248096985387,6.561680920456541,25.871868274654375,4948800,772300,542444000,25523980
2020-04-09,11.118017196655273,419.2271728515625,6.550221920013428,26.937498092651367,12.224632284196598,425.6922716043773,6.798579765085931,27.226739010563445,10.486901513855091,407.67533050289387,6.487198233377991,26.52646878684464,11.775069750290676,409.0715158856542,6.775662320016959,26.66347957557829,7339500,1154600,525564000,30648107
