id	age	employees	totalassets	sales	addedvalue	ebit	roa	roi	ros	roe	leverage
8352	8	19	5147	6109	1725	539	.048183408	.1047212	.088230483	.63917524	13.265464
7697	76	47	14910	10663	3076	754	.062038898	.050570086	.070711806	.091930032	1.4818127
8379	9	50	37783	40040	10513	3359	.072387055	.088902414	.083891109	.16155709	2.2318506
7435	46	19	1269	2092	499	43	.016548464	.03388495	.020554494	.26923078	16.26923
7722	56	18	2751	3428	2391	469	.12686296	.17048346	.13681448	.47162163	3.7175677
7698	28	27	17822	14269	2189	125	-.020648636	.0070138033	.0087602492	-.098264351	4.7588787
7689	30	24	2875	2518	1042	-147	-.061913043	-.051130436	-.058379665	-.10247553	1.6551526
7503	26	50	12814	13871	3346	390	.020290308	.030435462	.028116213	.048023641	2.3668268
7735	42	24	1687	2448	912	91	.052756373	.053941909	.037173204	.12879884	2.4413893
8239	27	50	5763	19382	2953	411	.035745271	.071317025	.021205243	.38432837	10.751865
9213	29	14	848	1278	775	294	.32075471	.34669811	.23004694	.98550725	3.0724638
9621	55	12	1311	1171	624	49	.0061022122	.03737605	.041844577	.02431611	3.9848025
8025	33	30	3720	8036	1298	517	.12795699	.1389785	.064335488	.40202704	3.141892
8320	14	15	2994	6048	1008	263	.076152302	.087842353	.043485451	.34131736	4.4820361
8205	31	37	9622	6974	1368	-978	-.09966743	-.10164207	-.14023516	-.1933078	1.9395283
7168	40	23	2081	2140	761	9	-.056703508	.0043248436	.0042056073	1.4216868	-25.072289
9617	61	15	5004	2612	800	105	.0037969623	.020983214	.040199082	.015472312	4.0749187
7453	39	11	2831	990	362	44	-.0031790887	.015542211	.044444446	-.0090725804	2.8538306
8256	44	20	3475	3840	874	72	.01294964	.020719424	.018750001	.044378698	3.4270217
8209	30	38	3697	4093	1488	320	.020286718	.086556666	.078182265	.25773194	12.704468
7171	35	23	16324	18299	2178	602	.027076697	.036878217	.032897972	.29155672	10.76781
7226	39	34	3642	5817	1363	263	.060406372	.072213069	.04521231	.25611177	4.2398138
7191	28	29	4671	3916	1313	447	.083065726	.095696852	.11414709	.20271683	2.440439
8187	35	248	62570	86310	23222	13219	.20907784	.21126738	.15315722	.43936187	2.1014273
8406	21	33	2571	3858	862	118	.014002333	.045896538	.030585796	.43373495	30.975904
8023	25	53	18359	13017	2666	477	-.008442726	.025981808	.036644388	-.02375843	2.8140712
8155	53	33	5019	8294	2388	519	.097629011	.10340706	.062575355	.31410256	3.2173078
8959	49	25	3181	3534	946	43	-.01729016	.013517762	.012167515	-.10242086	5.9236498
7477	54	25	4904	3765	1497	392	.068923324	.079934746	.10411686	.28260869	4.1003346
9659	28	18	4436	1791	631	-75	-.02141569	-.016907124	-.041876048	-.046432063	2.168133
7208	23	30	5565	6459	1400	376	.020844564	.067565136	.058213346	.48945147	23.481012
7492	39	500	180339	197748	46641	2873	.0057890974	.015931107	.014528592	.012769705	2.2058198
8191	34	18	4705	2934	1036	379	.08289054	.0805526	.12917519	.11255411	1.3578644
8147	58	11	1263	496	405	71	.024544735	.056215361	.14314516	.22463769	9.152174
8011	23	35	3818	6965	1724	165	.039549503	.043216344	.023689877	.12635984	3.1949792
8195	60	14	2208	1802	430	61	.034873188	.027626812	.033851277	.0990991	2.8416989
8230	29	60	8371	9822	3037	31	-.02628121	.0037032613	.00315618	-.21505377	8.1827955
7733	40	82	18526	17143	5948	1573	.081669003	.084907696	.091757566	.13760801	1.6849477
8289	20	70	7803	17105	3089	607	.071126491	.077790596	.035486698	.21945433	3.0854092
7523	13	17	5654	2183	324	-788	-.19101521	-.13937035	-.36097115	1.6564417	-8.6717787
8171	39	420	67342	52535	19600	-3178	-.056339283	-.047191944	-.060493004	-.10601615	1.8817447
7488	30	140	53656	33791	22394	2063	.18607426	.038448635	.06105176	.375	2.0153246
8001	41	15	2191	2051	718	78	.018256504	.035600182	.03803023	.041152265	2.2541153
9690	43	38	6404	4649	1299	-161	-.050905682	-.025140537	-.034631103	-.14798003	2.906945
7242	13	20	1518	3754	852	91	.043478262	.059947301	.02424081	.54545456	12.545455
9620	131	20	2442	2708	929	200	.031122031	.081900083	.073855244	.12730318	4.0904522
9632	43	33	9187	4965	1079	-298	-.045716774	-.032437138	-.060020141	-.075147614	1.6437645
8251	107	470	320603	444105	70385	31219	.083424047	.097375885	.070296437	.19108243	2.2904959
7676	46	31	2156	4036	1565	158	.058905382	.073283859	.039147671	.41503268	7.0457516
7680	39	11	4205	1927	379	-275	-.082520805	-.065398335	-.14270887	-.40823528	4.9470587
8297	18	27	2084	3797	1262	-60	-.073896356	-.028790787	-.015801949	-1.4807693	20.038462
8005	39	19	1632	1975	876	35	.029411765	.021446079	.017721519	.056603774	1.9245284
8275	72	15	12683	4955	2679	1987	.15012221	.1566664	.40100908	.17590539	1.1717479
8220	88	500	184331	114495	41762	741	.0026582615	.0040199426	.0064718984	.0044693351	1.6812999
7701	21	41	9421	9623	2677	447	.042776775	.047447193	.046451211	.076601408	1.7907242
8306	17	20	1629	1721	1036	81	.049723756	.049723756	.04706566	.088913284	1.7881449
8140	70	66	12563	11493	2309	-904	-.088434294	-.071957335	-.078656577	-1111	12563
9691	14	14	1161	1338	552	68	.022394488	.058570199	.050822124	.30952382	13.821428
7483	28	22	4809	4306	1275	252	.031399459	.052401748	.058522992	.085118376	2.7108231
7677	42	44	12464	8147	2282	327	.0030487804	.026235558	.040137473	.0064286925	2.1086111
8276	28	11	1141	1801	459	110	.096406661	.096406661	.061077178	.2	2.0745454
7485	22	14	4695	1434	3234	-90	-.024920128	-.019169329	-.062761508	-.057834897	2.3208108
8295	74	400	20441	44376	6185	1686	.075534463	.082481287	.037993509	.15053135	1.992883
8332	11	17	365	732	202	-57	-.20273973	-.15616438	-.077868849	-1.5102041	7.4489794
8204	31	26	3434	6177	1159	91	.022714036	.026499709	.01473207	.058035713	2.5550594
9696	23	18	2058	1954	555	16	.022837706	.0077745384	.0081883315	.028994448	1.2695867
7692	30	20	2744	3141	1038	96	.011661808	.034985423	.030563515	.061068702	5.2366414
7173	60	43	9063	12961	2937	712	.04722498	.078561179	.054934032	.22912206	4.8517132
7198	30	500	18315	8327	4989	151	-.0080262078	.0082446085	.018133782	-.027846184	3.4694071
7747	23	18	3070	2009	1375	80	-.00065146579	.026058631	.039820805	-.0052493438	8.0577431
8411	31	19	2897	3982	1253	470	.17638937	.16223679	.11803114	.35910049	2.0358398
9677	20	22	1604	1320	556	22	.014962593	.01371571	.016666668	.035820894	2.3940299
7185	29	31	4325	5588	1708	163	.023121387	.03768786	.029169649	.18248175	7.8923359
9680	8	22	4097	5379	1019	206	.0141567	.050280694	.03829708	.10157618	7.1751313
7195	62	16	3501	2183	764	73	-.01599543	.020851186	.033440221	-.061742008	3.859978
8208	72	30	4038	7153	1673	139	.026498266	.034422982	.019432407	.10667996	4.0259223
7206	23	30	4437	6066	1545	234	.029975209	.052738335	.038575668	.28725702	9.5831537
9282	32	13	850	758	384	37	.012941176	.04352941	.048812665	.054455444	4.207921
9277	74	15	3665	2026	987	185	.043656208	.05047749	.09131293	.077034183	1.7645643
9299	5	34	2689	5158	1670	385	.10412793	.1431759	.074641332	.85106385	8.1732521
7564	5	15	1656	1954	569	57	.01147343	.034420289	.029170932	.13013698	11.342465
7552	154	28	18240	12406	2236	769	.0035635964	.042160086	.061986137	.050583657	14.194552
7553	29	18	10931	11051	935	146	.0058549079	.013356509	.013211474	.014269788	2.4372351
7560	11	11	963	1685	415	27	-.0083073732	.028037382	.016023738	-.31999999	38.52
9298	5	14	1338	946	535	76	.023916293	.056801196	.080338269	.46376812	19.391304
9281	63	48	17636	14891	4415	327	.13075528	.018541619	.021959573	.17183308	1.314158
9279	36	18	11452	6162	907	-42	-.029951101	-.0036674817	-.006815969	-.12373737	4.1313133
9293	26	16	2272	4424	847	190	.077024646	.083626762	.042947561	.22639069	2.939198
9276	48	105	44920	60610	7979	1575	.011175423	.035062332	.025985811	.046322782	4.1450586
7565	14	15	1299	1024	366	-146	-.12240185	-.11239415	-.14257813	53	-433
9292	14	21	1913	1500	1207	241	.1280711	.12598014	.16066666	.24573721	1.9187562
9284	28	20	16077	7776	1308	440	.011258319	.02736829	.056584362	.037334982	3.3162129
9280	29	14	3884	1617	555	-60	-.0082389293	-.015447992	-.03710575	-.011436741	1.3881344
9151	16	28	4564	3735	1556	14	-.015775636	.0030674846	.0037483266	-.078175895	4.955483
9823	22	30	5120	5674	1706	192	.0029296875	.037500001	.033838563	.010281014	3.509253
9845	16	11	774	877	336	12	.0051679588	.015503876	.01368301	.044444446	8.6000004
8681	15	36	12783	15811	2733	538	.014159431	.042087145	.034026943	.05928595	4.1870294
9863	10	12	3665	6404	981	293	.081582539	.07994543	.045752656	.14664051	1.7974497
9832	34	15	2262	2384	1519	574	.24049513	.25375775	.24077182	.42633229	1.7727273
9566	9	22	3876	5002	1715	1038	.26212591	.26780185	.207517	.39076924	1.4907693
9480	41	16	1895	3346	475	41	-.0089709759	.021635884	.012253437	-.48571429	54.142857
8689	9	11	1069	1484	396	45	.014967259	.042095415	.03032345	.66666669	44.541668
8652	33	18	1363	1557	492	82	.031548057	.060161408	.052665383	1.0487804	33.243904
9914	13	40	6810	8549	2815	675	.15565345	.099118941	.078956604	.25358853	1.6291866
9796	29	24	5450	8741	1689	249	.023669725	.045688074	.028486444	1.0932204	46.18644
8663	31	30	4179	5712	1676	528	.10768127	.12634602	.092436977	1.039261	9.6512699
9574	6	18	1421	1454	303	65	.016185785	.045742434	.044704266	1.5333333	94.73333
9756	9	36	4766	5278	2091	561	.11225346	.11770877	.10629026	.23641184	2.1060538
8646	32	47	37536	39111	4900	1258	.012974211	.033514492	.032164864	.12866579	9.9170408
9910	17	22	3452	4367	1126	260	.046929315	.075318657	.059537441	.28222996	6.0139375
7306	14	19	698	1242	399	-21	-.034383953	-.03008596	-.016908212	-.082474224	2.3986254
9912	17	32	5765	5808	1015	320	.0022549869	.055507373	.055096418	.042763159	18.963816
9872	6	30	13610	6449	3032	1612	.14474651	.11844232	.24996123	.18223867	1.2590194
7298	34	16	1373	2559	693	196	.14202477	.14275309	.076592416	.31150159	2.1932907
8650	31	45	12301	7303	1900	-28	-.008617186	-.0022762376	-.0038340408	-.037992831	4.4089603
9489	31	70	9049	14696	2589	280	.0081776995	.030942645	.019052804	.037678208	4.6074338
9915	12	50	5411	5507	1477	-115	-.046941414	-.021253003	-.020882513	-.46181819	9.8381815
9497	44	45	29564	21797	5030	626	.0095386282	.021174401	.028719548	.021464454	2.2502663
9809	23	25	3416	3212	1105	85	.013173302	.024882903	.026463263	.026331188	1.9988297
9534	18	19	4171	2391	793	-452	-.10381204	-.1083673	-.18904224	-.50881314	4.9012928
9491	17	25	2752	2939	758	17	-.023255814	.0061773257	.0057842806	-.23703703	10.192593
9908	21	24	2299	2709	1140	453	.17094389	.1970422	.16722038	.68947369	4.0333333
9762	60	25	3598	2866	1000	187	.014174541	.051973317	.065247729	.1281407	9.0402012
9857	128	33	4576	4408	1284	-354	-.088505246	-.077360138	-.080308527	-.42857143	4.8423281
9776	37	40	4438	6089	1956	492	.11559261	.11086075	.080801442	.2080292	1.7996756
9567	10	17	1789	1234	466	-80	-.065958634	-.044717718	-.064829819	-.75159234	11.394904
9495	29	46	16552	8722	3470	1608	.1041566	.097148381	.18436138	.27321711	2.623138
9883	97	30	17390	7834	1792	422	.0079930993	.02426682	.053867757	.021600621	2.7024088
9918	10	18	2546	2475	732	133	.027101336	.052238807	.053737372	.66346157	24.48077
9523	43	43	12056	8843	2526	246	.0063039153	.020404778	.027818613	.013240418	2.1003485
9753	12	16	1059	1183	560	125	.11992446	.11803588	.10566357	.82467532	6.8766232
9524	20	95	8264	12287	2632	290	.015367861	.035091966	.023602182	.16688567	10.859396
9741	21	15	4192	1220	608	114	-.0035782442	.027194656	.093442626	-.34090909	95.272728
9782	33	13	2768	826	475	117	.017702311	.042268787	.14164649	.04702495	2.65643
9797	29	49	5218	5289	2454	16	.010540437	.003066309	.0030251464	.016281823	1.544701
7305	16	13	1666	1372	622	71	.010204081	.042617045	.05174927	.039534885	3.8744185
9874	24	60	15621	8031	3596	731	.019524999	.046795979	.09102229	.040553119	2.0769844
7308	26	45	2572	3265	1887	26	-.0054432349	.010108865	.0079632467	-.12727273	23.381819
9824	54	120	119392	94341	27299	5483	.021659743	.045924351	.058118951	.062017363	2.8632548
9795	29	59	16809	28896	4392	929	.044678446	.055268012	.032149777	.15863962	3.5506971
9904	32	32	5052	5041	1237	-18	-.014845606	-.0035629454	-.0035707201	-.028058361	1.8900112
9865	10	12	4136	2569	907	104	-.0050773695	.025145067	.040482678	-.013100437	2.5801623
9475	99	57	30921	21456	2768	-242	-.049092848	-.0078263963	-.011278897	-.7270115	14.808908
9557	10	41	4196	3780	1324	208	.029313631	.049571019	.055026457	.3369863	11.495891
9871	3	15	1188	2482	465	46	.005050505	.038720537	.01853344	.5	99
9847	14	50	6536	7956	1834	155	-.00749694	.023714811	.019482153	-.09780439	13.045908
9496	29	27	2262	2775	830	-151	-.075596817	-.066755086	-.054414414	-.57575756	7.6161618
8684	13	26	4343	5870	1362	186	.010361501	.042827539	.031686541	.043269232	4.1759615
9538	16	40	1611	5131	1159	147	.061452515	.09124767	.028649386	.792	12.888
9802	28	30	18898	7538	3192	941	.022700815	.049793627	.12483417	.064705886	2.8503771
9822	22	45	3371	7592	2628	672	.18154851	.19934738	.088514224	1.0065789	5.5444078
9895	27	28	8405	8451	1765	1026	.11814396	.12207019	.12140575	.23898917	2.0228641
9815	24	18	1569	2160	770	71	-.047801148	.045251753	.032870371	-.36764705	7.6911764
9514	29	21	903	2253	595	30	.027685493	.03322259	.013315579	.67567569	24.405405
9569	30	14	1339	2873	509	42	.040328603	.031366691	.014618865	.34177214	8.4746838
9867	7	500	1178779	2107022	326838	126469	.089219436	.10728814	.06002263	.18449745	2.0679064
8695	9	11	1271	1315	327	-31	-.080251768	-.024390243	-.023574144	1.2289157	-15.313253
8685	16	51	16468	32206	3837	679	.051736701	.041231479	.021083027	.80758291	15.609479
9886	39	365	40325	55051	17042	723	.014358339	.017929325	.013133276	.036848471	2.5663464
9549	14	20	1722	4251	860	134	.066202089	.077816494	.031521995	.26573426	4.0139861
9859	40	25	13530	7249	1109	775	-.01751663	.05728012	.1069113	-.022590792	1.2896769
8667	22	43	6790	8365	1381	-443	-.089396171	-.065243006	-.052958757	75.875	-848.75
9734	27	80	5853	9721	2398	174	.028532377	.029728344	.017899392	.068667762	2.4066613
8638	36	29	6988	5889	1954	652	.089295939	.093302801	.11071489	.1437788	1.6101383
9736	27	31	6304	13078	1131	136	-.0033312184	.021573603	.010399143	-.017269736	5.1842103
9749	17	43	9435	4221	1690	323	.010492845	.034234233	.076522149	.034651734	3.3024151
9781	35	13	1853	1456	523	88	.043173231	.047490556	.060439561	.077369437	1.7920697
7299	36	21	2058	1437	723	82	.023809524	.039844509	.057063326	.043985639	1.8473967
8679	59	30	4521	4816	964	-27	-.01083831	-.0059721302	-.0056063123	-.034122564	3.1483288
7290	71	13	2800	2014	764	240	.079642855	.085714288	.11916584	.57033247	7.1611252
8658	30	95	11218	18631	3851	268	.0020502764	.023890177	.014384627	.053738318	26.210279
9501	31	15	7697	13755	1093	496	.047940757	.06444069	.036059614	.27702704	5.7785287
8673	19	13	3487	1385	614	64	.00028677945	.018353885	.046209387	.00079113926	2.7587025
9786	41	20	2032	1436	641	-166	-.15944882	-.081692912	-.11559889	-2.1891892	13.72973
9830	20	18	999	1693	823	180	.17717718	.18018018	.10632014	.37106919	2.0943396
9785	29	18	2641	3508	859	230	.073078379	.087088227	.065564424	.69175625	9.46595
9894	35	20	3892	3136	916	86	.004881809	.022096608	.027423469	.011721159	2.4009871
9810	25	25	1498	3295	1325	204	.15554072	.13618158	.061911989	.41981983	2.6990991
8665	61	102	3594	4611	2065	-237	-.072342791	-.065943241	-.051398829	-.36161336	4.9986091
9897	25	15	3472	4046	1731	1023	.3001152	.29464287	.25284231	1.0709147	3.5683453
9777	36	17	2455	3367	1449	749	.2623218	.30509165	.22245322	1.1794872	4.4963369
9476	47	47	15115	15777	2772	325	-.0043003638	.021501819	.020599607	-.015911873	3.7001224
9858	39	479	143181	107272	33600	5051	.0075708367	.035277028	.047085911	.03469466	4.5826716
8634	43	42	8118	6484	1635	225	.016383346	.027716186	.034700803	.024962462	1.5236486
9150	20	18	3436	4285	1450	782	.21915017	.22759022	.18249708	.71646053	3.2692673
9896	25	35	3152	4301	1669	148	.048540611	.046954315	.034410603	.18433735	3.7975903
9547	14	32	5097	8063	1978	195	.018246027	.0382578	.024184547	.53448278	29.293104
9746	0	15	800	1174	595	40	.0125	.050000001	.03407155	.5	40
8637	37	44	6537	4532	1415	-160	-.058589566	-.024476059	-.035304502	-.18574199	3.170223
9808	17	27	3504	3087	927	178	.0028538813	.050799087	.057661161	.018621974	6.5251398
9739	23	33	2591	6220	1198	-231	-.091856427	-.089154765	-.037138265	-.39932886	4.3473153
8651	31	18	3165	5331	956	308	.043601897	.097314373	.057775278	.44805196	10.275974
9744	26	14	1583	2161	328	65	.010739103	.041061275	.030078668	.11258278	10.483443
9481	47	25	1818	1840	728	107	.024202419	.058855884	.058152173	.295302	12.201343
9482	35	84	13158	23333	4551	220	-.0098799206	.016719867	.009428706	-.15476191	15.664286
9535	17	26	2338	2856	910	95	.036355861	.040633019	.033263307	.062730625	1.7254612
9520	48	47	6166	9385	3399	1482	.2507298	.24035031	.15791155	1.0327321	4.1189046
7296	34	21	4152	4217	1601	711	.16377649	.17124277	.16860327	.28776979	1.7570884
9544	15	38	6039	8331	1537	303	.026328862	.050173871	.036370184	.085529856	3.2485206
9791	36	18	2453	3851	749	129	.018752547	.052588668	.033497792	.21004567	11.200913
9513	22	15	1418	1392	562	276	.21720733	.19464034	.19827586	.38451934	1.7702872
9819	28	13	1400	1941	406	96	.015714286	.068571426	.04945904	1.1	70
8664	24	370	118788	123509	25342	-1666	-.054155301	-.014024986	-.013488895	-.26103717	4.820159
9516	21	25	7197	6041	1675	551	.080033347	.076559678	.091210067	.16475973	2.0586383
9146	32	50	20345	34182	5521	2132	.088031456	.10479233	.06237201	.69988275	7.9503713
8632	46	34	5123	6136	1898	438	.037673239	.085496776	.071382008	.27106741	7.1952248
9880	4	18	2028	3180	639	68	.0147929	.033530571	.021383647	1.875	126.75
8694	46	38	21844	25129	3748	1074	.045138255	.049166821	.042739466	.11338546	2.5119596
9876	4	15	3132	3370	882	97	.0051085567	.030970626	.028783383	.032989692	6.4577317
9568	27	14	9785	7524	1274	93	.027184466	.0095043434	.012360446	.062004663	2.2808857
9837	19	33	5271	4354	2117	-151	-.0679188	-.028647315	-.034680754	-3.1130435	45.834782
9493	30	55	13815	9727	3564	679	.044299673	.049149476	.069805697	.076816872	1.7340279
9537	17	16	3246	1674	513	-262	-.10073937	-.080714725	-.15651135	-.26650366	2.6454768
9792	29	22	2767	4579	744	128	.00036140223	.046259485	.027953701	.0032894737	9.1019735
9818	33	33	9890	6337	1728	444	.021739131	.044893831	.070064701	.054169815	2.4918115
8661	20	12	1052	800	413	24	.0085551329	.022813689	.029999999	.037500001	4.3833332
9794	29	20	5195	3956	998	169	-.007122233	.03253128	.042719919	-.059485532	8.3520899
9551	14	45	365	9058	1314	214	.34246576	.58630139	.023625525	1.2376238	3.6138613
9839	31	26	9602	8011	2336	1223	.12820245	.1273693	.15266508	.24260938	1.8923926
9530	19	13	1728	2025	600	-52	-.054976851	-.030092593	-.025679013	-.52486187	9.5469618
9843	13	19	1983	1458	674	66	.014624307	.033282906	.045267489	.035151515	2.4036365
9573	38	11	1223	1290	478	60	.053965658	.049059689	.046511628	.21428572	3.9707792
8645	32	36	3135	3223	1547	345	.12408294	.11004785	.10704312	.18783197	1.5137615
9829	21	22	2204	2665	1118	112	-.0013611615	.050816696	.042026266	-.028301887	20.792454
9913	16	18	6845	17754	583	-98	-.039737035	-.01431702	-.0055198828	-.38912731	9.7925606
9521	21	35	4383	5002	2177	420	.10654803	.095824778	.083966412	.19466445	1.8270112
9490	32	30	7828	11881	1349	-405	-.072176799	-.051737353	-.034088038	-.3202948	4.4376416
9488	31	17	1128	1119	248	-254	-.25531915	-.2251773	-.22698838	-5.0526314	19.789474
9760	88	15	4091	4845	712	3	-.0021999511	.00073331705	.00061919505	-.018442623	8.3831968
9856	51	39	3181	4391	1830	254	.083935872	.079849102	.057845592	.1587396	1.8912009
9840	17	18	2136	3972	564	78	.031835206	.036516853	.019637462	.64150941	20.150944
9772	39	30	6608	6688	1658	359	.0093825664	.054328088	.053678229	.10954063	11.674911
9816	39	13	1723	1608	497	43	.0046430645	.02495647	.026741294	.01174743	2.5301027
9154	19	16	731	1024	339	37	.020519836	.050615594	.036132813	.3488372	17
9526	20	24	3899	4231	1876	789	.20389843	.20235957	.18648073	.28982866	1.4214364
9850	36	28	5881	6693	942	41	-.0095221903	.0069716033	.0061258031	-.08472012	8.8971252
9748	19	26	1558	2306	1183	127	.025673941	.081514761	.055073719	1.6	62.32
9825	21	50	2791	2265	1386	41	-.0032246506	.014690075	.018101545	-.0094736842	2.9378948
9842	16	52	3072	1379	872	82	.024414063	.026692709	.059463378	.02952756	1.2094488
9779	35	30	6683	8387	2283	777	.11955708	.11626515	.09264338	.25992194	2.1740403
7307	17	23	2175	2076	910	151	-.0022988506	.069425285	.072736032	-.010989011	4.7802196
8659	25	11	1144	2516	651	50	.046328671	.043706294	.019872814	.11622807	2.5087719
9834	64	500	243362	178727	95130	42601	.15897305	.17505199	.23835795	.2529206	1.5909653
9155	3	15	758	1490	485	61	.017150396	.080474935	.040939596	.1884058	10.985507
9575	6	30	11366	7870	1612	541	.044430759	.047598101	.068742059	.7072829	15.918768
8800	15	42	3773	5679	1627	160	.022263451	.042406574	.028173974	.090810813	4.0789189
8777	45	40	7629	4605	2013	-84	-.0051120725	-.011010617	-.018241042	-.012536162	2.4522662
9585	84	11	1179	1140	386	7	-.01865988	.005937235	.0061403508	-.15172414	8.1310349
8779	43	46	7656	7172	2172	266	.018416928	.034743991	.037088677	.068646543	3.7273612
9600	19	18	1268	1828	568	85	.036277603	.067034699	.046498906	.76666665	21.133333
9596	21	25	9461	14605	3697	2052	.22407779	.21689039	.14049983	.33817196	1.5091721
8806	10	13	949	678	310	28	-.029504742	.029504742	.041297935	-.82352942	27.911764
9607	11	10	3502	714	442	87	.0017133066	.024842948	.12184874	.0046985121	2.7423649
8786	32	10	2215	1708	747	238	.10383748	.10744921	.13934426	.17306246	1.6666666
9580	47	500	3985787	2623855	589738	201893	.051175088	.050653234	.076945178	.28752485	5.6184535
9594	40	10	625	458	165	12	-.016000001	.019200001	.026200874	-.16666667	10.416667
8791	28	14	1635	1819	824	344	.21162079	.21039756	.1891149	.31031391	1.4663677
9602	16	20	2055	4863	676	118	.031143552	.057420924	.024264857	.10738255	3.4479866
8776	46	291	274138	246394	70952	41050	.13363342	.1497421	.16660309	.36886302	2.7602601
9590	25	40	9327	12196	2734	391	.009756621	.041921303	.032059692	.085205995	8.7331457
7981	44	23	3583	1488	435	-416	-.14903712	-.11610382	-.27956989	-.37083334	2.4881945
8784	33	54	14716	5052	1800	-239	-.030171242	-.016240826	-.047307998	-.073424838	2.4336035
9465	30	39	7324	6811	2650	728	.09393774	.099399239	.10688592	.18038805	1.9202937
9583	34	15	8802	6173	849	269	.030674847	.030561237	.043576866	.039875943	1.2999557
9609	12	52	5033	7129	1566	78	.0031790184	.015497715	.010941226	.013547841	4.2616425
9470	6	53	4136	4546	3836	-435	-.12911025	-.10517408	-.095688514	-1.29927	10.06326
9599	19	20	2029	2793	468	-203	-.098570727	-.10004929	-.072681703	-.30487806	3.0929878
9588	31	23	2177	2629	1138	268	.10151584	.12310519	.1019399	.38037866	3.7469881
8788	30	120	22143	25808	6821	1244	.026961116	.056180283	.048202109	.11076067	4.1081634
7980	31	88	28668	13658	3587	-1247	-.061148319	-.043497976	-.091301799	-.17363313	2.8395405
8816	30	30	925	419	131	-34	-.075675674	-.036756758	-.081145585	-.24475524	3.2342658
8796	23	16	3739	2781	980	232	.032361593	.062048677	.083423227	.11276794	3.4846225
9598	20	32	14559	13611	2482	831	.043134831	.057078097	.061053559	.16320166	3.7835238
8811	45	152	28303	39917	5697	-91	-.016782673	-.0032152068	-.0022797305	-.056166489	3.3466949
8814	38	500	105314	171587	28168	301	-.0244317	.0028581196	.0017542122	-.16762215	6.860847
8778	39	49	6126	7608	1507	64	-.0045706825	.010447274	.0084121972	-.012849932	2.8113813
7978	6	18	3913	3016	795	164	.0043444927	.041911576	.054376658	.014808362	3.4085367
7975	10	46	11358	10158	2291	184	.00035217468	.016200036	.018113801	.00079176563	2.2482185
7956	34	18	7119	5226	2663	885	.1517067	.12431521	.16934557	.21924482	1.4451888
9224	15	18	1679	1998	704	112	.051220965	.066706374	.056056056	.19545455	3.8159091
7967	44	33	5772	6727	1786	147	.0036382535	.025467776	.021852238	.014423077	3.9642856
7979	3	14	2123	2416	1279	376	.14413565	.17710787	.15562914	1.1007195	7.6366906
7958	31	19	8656	6885	2451	1214	.14463955	.14024954	.17632535	.21868996	1.511965
7961	29	19	3897	4680	674	171	.040544007	.043879908	.036538463	.064123377	1.5815747
7977	7	39	7057	1804	1005	154	.012753295	.021822304	.085365854	.57692307	45.237179
7966	74	135	4313	4273	1905	205	.013215859	.047530722	.047975659	.22619048	17.11508
7976	8	14	1457	1502	688	261	.1791352	.1791352	.17376831	1.3181819	7.3585858
7965	23	13	1284	1781	450	72	-.028037382	.056074765	.040426727	-.62068963	22.137932
7964	26	15	1895	1341	561	104	.0042216359	.054881267	.077554062	.014760148	3.49631
7951	41	17	3326	1587	589	-41	-.014131089	-.01232712	-.025834909	-.023570713	1.668004
7955	34	34	461	759	630	5	.021691974	.010845987	.0065876152	.90909094	41.909092
8881	55	40	8181	6574	1619	283	.0078230044	.034592349	.043048371	.042077582	5.3786983
9059	20	13	983	1492	437	43	.0071210582	.04374364	.028820375	.21212122	29.787878
7805	44	24	1514	2861	708	207	.12813738	.13672391	.072352327	.33333334	2.6013746
7392	71	80	26169	16268	7575	368	-.00019106576	.01406244	.022621097	-.000633232	3.3142097
9039	31	75	16340	25987	4234	909	.046266831	.055630356	.034979027	.092578985	2.0009797
8849	110	371	99185	110335	15868	5379	.039108735	.05423199	.048751529	.20521638	5.2473283
7924	11	24	5748	5094	1839	404	.088552542	.07028532	.079308994	.13668099	1.5435016
7917	17	30	2647	6330	1634	452	.19304873	.17075935	.071406007	.81760001	4.2351999
9077	28	23	3095	2631	1101	129	-.0016155089	.041680127	.049030788	-.0094339624	5.8396225
8488	12	29	1787	1964	1131	77	.020145494	.043088976	.039205704	.75	37.229168
7800	23	17	3039	1684	621	-170	-.053965122	-.055939455	-.10095012	-.069936037	1.2959489
8995	58	35	39396	8433	5048	2526	.068204895	.064118184	.29953754	.23191783	3.4003108
7329	44	35	2086	3619	1697	37	.0033557047	.017737295	.010223819	.039325844	11.719101
9003	28	19	2954	2460	626	112	.0013540961	.037914693	.045528457	.029629629	21.881481
8461	25	37	3926	4058	1284	-76	-.036933266	-.019358125	-.018728437	-.12154233	3.2908633
8616	36	18	1620	2484	1003	135	.052469134	.083333336	.054347824	.40476191	7.7142859
9054	23	76	3845	3731	1656	282	.063459039	.073342003	.075582951	.13406594	2.1126373
9000	36	28	2793	2164	1518	145	.012889367	.051915504	.067005545	.032461677	2.5184851
9072	11	19	3303	2755	939	234	.022403875	.070844688	.084936477	.14176245	6.3275862
7416	4	25	2251	2429	588	121	.017769881	.053753886	.049814738	2.1052632	118.47369
7802	41	17	3069	1250	494	39	-.01010101	.012707722	.031199999	-.016747704	1.6580226
9078	24	52	18668	13864	7225	3256	.16359545	.17441611	.23485285	.37834489	2.3126857
